"driver_id","date","shift_duration","abscence"
171353,2024-02-21,7.00000,1.00000000000000000
171353,2024-02-22,7.00000,1.00000000000000000
171353,2024-02-23,6.98333,1.00000000000000000
171353,2024-02-24,7.00000,1.00000000000000000
171353,2024-02-25,7.00000,1.00000000000000000
171353,2024-02-28,7.00000,1.00000000000000000
171353,2024-02-29,7.00000,1.00000000000000000
171353,2024-03-01,6.98333,1.00000000000000000
171353,2024-03-02,7.00000,1.00000000000000000
171353,2024-03-03,7.00000,1.00000000000000000
171353,2024-03-06,7.00000,1.00000000000000000
171353,2024-03-07,7.00000,1.00000000000000000
171353,2024-03-08,6.98333,1.00000000000000000
171353,2024-03-09,7.00000,1.00000000000000000
171353,2024-03-10,7.00000,1.00000000000000000
171353,2024-03-13,7.00000,1.00000000000000000
171353,2024-03-14,7.00000,1.00000000000000000
276993,2024-02-23,6.00000,1.00000000000000000
283943,2024-02-23,6.00000,1.00000000000000000
284449,2024-03-05,5.00000,1.00000000000000000
284449,2024-03-08,5.00000,1.00000000000000000
284449,2024-03-09,5.00000,1.00000000000000000
284449,2024-03-10,5.00000,1.00000000000000000
359415,2024-03-08,6.00000,1.00000000000000000
364173,2024-03-01,3.00000,1.00000000000000000
364173,2024-03-02,6.00000,1.00000000000000000
364173,2024-03-03,6.00000,1.00000000000000000
364173,2024-03-04,6.00000,1.00000000000000000
370425,2024-02-26,6.00000,1.00000000000000000
371802,2024-02-23,3.00000,1.00000000000000000
371802,2024-03-01,3.00000,1.00000000000000000
377316,2024-02-23,6.00000,1.00000000000000000
377316,2024-02-27,6.00000,0.97060185185185185
377316,2024-03-01,6.00000,1.00000000000000000
377316,2024-03-06,6.00000,1.00000000000000000
382413,2024-03-13,6.00000,1.00000000000000000
423205,2024-03-01,6.00000,1.00000000000000000
423205,2024-03-03,6.00000,1.00000000000000000
423205,2024-03-08,6.00000,1.00000000000000000
423205,2024-03-11,3.00000,1.00000000000000000
425353,2024-02-23,3.00000,1.00000000000000000
425353,2024-03-02,6.00000,1.00000000000000000
437023,2024-02-28,6.00000,1.00000000000000000
440939,2024-03-09,3.00000,1.00000000000000000
455894,2024-03-03,6.00000,1.00000000000000000
457602,2024-03-03,6.00000,1.00000000000000000
461206,2024-03-08,3.00000,1.00000000000000000
461915,2024-03-09,3.00000,0.85453703703703703
465128,2024-03-03,3.00000,1.00000000000000000
465128,2024-03-10,3.00000,1.00000000000000000
471946,2024-02-22,3.00000,1.00000000000000000
471946,2024-02-23,3.00000,1.00000000000000000
471946,2024-02-24,3.00000,1.00000000000000000
471946,2024-02-25,6.00000,1.00000000000000000
471946,2024-02-29,3.00000,1.00000000000000000
471946,2024-03-01,3.00000,1.00000000000000000
471946,2024-03-02,3.00000,1.00000000000000000
471946,2024-03-03,6.00000,1.00000000000000000
471946,2024-03-07,3.00000,1.00000000000000000
471946,2024-03-08,3.00000,1.00000000000000000
471946,2024-03-09,3.00000,1.00000000000000000
471946,2024-03-10,6.00000,1.00000000000000000
471946,2024-03-14,3.00000,1.00000000000000000
472433,2024-02-21,4.00000,1.00000000000000000
475943,2024-03-02,3.00000,0.98990740740740740
479636,2024-02-23,6.00000,1.00000000000000000
479636,2024-02-24,6.00000,1.00000000000000000
479636,2024-02-25,6.00000,1.00000000000000000
479636,2024-02-26,6.00000,1.00000000000000000
479636,2024-02-27,6.00000,1.00000000000000000
479636,2024-03-01,6.00000,1.00000000000000000
479636,2024-03-02,6.00000,1.00000000000000000
479636,2024-03-03,6.00000,1.00000000000000000
479636,2024-03-04,6.00000,1.00000000000000000
479636,2024-03-05,6.00000,1.00000000000000000
479636,2024-03-08,6.00000,1.00000000000000000
479636,2024-03-09,6.00000,1.00000000000000000
479636,2024-03-10,6.00000,1.00000000000000000
479636,2024-03-11,6.00000,1.00000000000000000
479636,2024-03-12,6.00000,1.00000000000000000
480282,2024-02-22,3.00000,0.85731481481481481
480394,2024-03-10,4.50000,1.00000000000000000
480526,2024-02-26,6.00000,1.00000000000000000
480526,2024-02-27,6.00000,1.00000000000000000
480526,2024-03-01,6.00000,1.00000000000000000
480526,2024-03-02,6.00000,1.00000000000000000
480526,2024-03-03,6.00000,1.00000000000000000
480526,2024-03-04,6.00000,1.00000000000000000
480526,2024-03-05,6.00000,1.00000000000000000
480526,2024-03-08,6.00000,1.00000000000000000
480526,2024-03-09,6.00000,1.00000000000000000
480526,2024-03-10,6.00000,1.00000000000000000
480526,2024-03-11,6.00000,1.00000000000000000
