"driver_id","delivery_id","zone_name","date","del_cancelation_reason","del_accepted_at","del_canceled_at"
471437,310797428,Barcelona,2024-02-17,Refused delivery,2024-02-17 14:31:35.469,2024-02-17 15:10:49.943
471437,310839809,Barcelona,2024-02-17,Late / Unresponsive,2024-02-17 19:23:15.828,2024-02-17 19:40:02.023
471437,310864675,Barcelona,2024-02-17,Late / Unresponsive,2024-02-17 21:22:35.793,2024-02-17 21:56:42.161
471437,310868005,Barcelona,2024-02-17,Refused delivery,2024-02-17 21:56:55.906,2024-02-17 22:02:35.163
471437,310868292,Barcelona,2024-02-17,Refused delivery,2024-02-17 21:56:55.906,2024-02-17 22:02:35.17
471437,310917653,Barcelona,2024-02-18,Refused delivery,2024-02-18 14:51:57.427,2024-02-18 15:02:24.605
471437,310917654,Barcelona,2024-02-18,Refused delivery,2024-02-18 14:51:57.427,2024-02-18 15:02:24.62
471437,311014113,Barcelona,2024-02-19,Late / Unresponsive,2024-02-19 14:11:59.413,2024-02-19 14:41:34.969
471437,311057752,Barcelona,2024-02-19,Late / Unresponsive,2024-02-19 20:55:58.69,2024-02-19 21:13:09.994
471437,311059842,Barcelona,2024-02-19,Late / Unresponsive,2024-02-19 21:13:57.58,2024-02-19 21:28:55.088
471437,311063777,Barcelona,2024-02-19,Refused delivery,2024-02-19 21:53:38.699,2024-02-19 22:00:26.345
471437,311094526,Barcelona,2024-02-22,Late / Unresponsive,2024-02-22 13:20:20.198,2024-02-22 13:45:52.898
471437,311325197,Barcelona,2024-02-22,Late / Unresponsive,2024-02-22 19:28:01.63,2024-02-22 19:45:49.668
471437,311522230,Barcelona,2024-02-24,Late / Unresponsive,2024-02-24 13:32:42.962,2024-02-24 14:02:47.556
471437,311574369,Barcelona,2024-02-24,Late / Unresponsive,2024-02-24 19:26:43.228,2024-02-24 19:55:56.786
471437,311587719,Barcelona,2024-02-24,Refused delivery,2024-02-24 20:29:43.714,2024-02-24 22:12:53.78
471437,311639434,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 13:23:41.584,2024-02-25 13:41:32.287
471437,311641152,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 13:41:42.262,2024-02-25 13:52:47.622
471437,311622468,Barcelona,2024-02-25,Equipment failure,2024-02-25 13:53:02.389,2024-02-25 14:15:24.943
471437,311646380,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 14:15:42.785,2024-02-25 14:33:59.355
471437,311649848,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 14:42:02.305,2024-02-25 14:53:52.456
471437,311651438,Barcelona,2024-02-25,Refused delivery,2024-02-25 14:55:02.513,2024-02-25 15:05:14.371
471437,311693525,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 19:52:01.734,2024-02-25 20:34:09.225
471437,311701052,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 20:40:02.721,2024-02-25 21:27:08.061
471437,312084979,Barcelona,2024-02-29,Late / Unresponsive,2024-02-29 20:44:35.275,2024-02-29 21:08:42.766
471437,312134579,Barcelona,2024-03-01,Late / Unresponsive,2024-03-01 13:12:16.172,2024-03-01 13:36:54.918
471437,312146696,Barcelona,2024-03-01,Late / Unresponsive,2024-03-01 14:39:56.968,2024-03-01 15:01:05.21
471437,312189248,Barcelona,2024-03-01,Late / Unresponsive,2024-03-01 19:19:56.934,2024-03-01 20:20:58.221
471437,312278233,Barcelona,2024-03-02,Late / Unresponsive,2024-03-02 13:23:18.483,2024-03-02 13:46:32.841
471437,312332380,Barcelona,2024-03-02,Late / Unresponsive,2024-03-02 19:14:59.314,2024-03-02 19:38:03.375
471437,312399839,Barcelona,2024-03-03,Late / Unresponsive,2024-03-03 12:38:00.727,2024-03-03 13:31:51.665
471437,312408933,Barcelona,2024-03-03,Late / Unresponsive,2024-03-03 13:51:01.197,2024-03-03 14:12:45.685
471437,312411607,Barcelona,2024-03-03,Late / Unresponsive,2024-03-03 14:13:02.093,2024-03-03 14:38:28.855
471437,312464327,Barcelona,2024-03-03,Late / Unresponsive,2024-03-03 20:41:41.294,2024-03-03 21:01:24.935
471437,312470859,Barcelona,2024-03-03,Refused delivery,2024-03-03 21:28:22.35,2024-03-03 22:05:35.106
471437,312496197,Barcelona,2024-03-04,Late / Unresponsive,2024-03-04 12:33:36.883,2024-03-04 13:07:05.017
471437,312249485,Barcelona,2024-03-04,Late / Unresponsive,2024-03-04 13:07:17.126,2024-03-04 13:34:50.403
471437,312508345,Barcelona,2024-03-04,Late / Unresponsive,2024-03-04 13:54:16.768,2024-03-04 14:37:30.305
471437,312524639,Barcelona,2024-03-04,Late / Unresponsive,2024-03-04 19:28:18.19,2024-03-04 19:59:38.961
471437,312551888,Barcelona,2024-03-04,Late / Unresponsive,2024-03-04 20:44:57.785,2024-03-04 21:28:55.197
471437,312555816,Barcelona,2024-03-04,Refused delivery,2024-03-04 21:28:58.065,2024-03-04 22:04:43.387
471437,312906611,Barcelona,2024-03-08,Late / Unresponsive,2024-03-08 19:02:43.832,2024-03-08 19:18:55.225
471437,312919406,Barcelona,2024-03-08,Late / Unresponsive,2024-03-08 19:24:44.901,2024-03-08 19:54:22.607
471437,312930930,Barcelona,2024-03-08,Late / Unresponsive,2024-03-08 20:08:43.818,2024-03-08 21:32:35.606
471437,312949085,Barcelona,2024-03-08,Late / Unresponsive,2024-03-08 21:33:03.735,2024-03-08 22:22:06.46
471437,312981862,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 12:14:06.304,2024-03-09 12:34:23.115
471437,312989286,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 12:34:45.898,2024-03-09 13:10:44.433
471437,312997482,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 13:43:06.187,2024-03-09 14:00:43.505
471437,313000172,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 14:01:06.313,2024-03-09 14:12:45.425
471437,312995122,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 14:13:04.881,2024-03-09 14:35:24.418
471437,313004462,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 14:35:46.12,2024-03-09 14:58:22.912
471437,312979062,Barcelona,2024-03-09,Refused delivery,2024-03-09 14:58:45.264,2024-03-09 15:16:05.56
471437,313063148,Barcelona,2024-03-09,Refused delivery,2024-03-09 20:54:45.757,2024-03-09 21:12:52.113
471437,313063895,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 21:13:08.754,2024-03-09 22:08:28.613
471437,313110536,Barcelona,2024-03-10,Late / Unresponsive,2024-03-10 13:27:27.031,2024-03-10 13:53:05.14
471437,313119636,Barcelona,2024-03-10,Late / Unresponsive,2024-03-10 14:32:49.652,2024-03-10 14:54:47.172
471437,313121806,Barcelona,2024-03-10,Refused delivery,2024-03-10 14:56:47.115,2024-03-10 15:12:29.15
471437,313164629,Barcelona,2024-03-10,Late / Unresponsive,2024-03-10 19:44:27.382,2024-03-10 20:29:04.505
471437,313176563,Barcelona,2024-03-10,Late / Unresponsive,2024-03-10 20:56:27.904,2024-03-10 21:37:05.021
471437,313183834,Barcelona,2024-03-10,Late / Unresponsive,2024-03-10 21:44:07.46,2024-03-10 22:07:39.545
471437,313213939,Barcelona,2024-03-11,Late / Unresponsive,2024-03-11 12:45:56.635,2024-03-11 13:11:05.025
471437,313218456,Barcelona,2024-03-11,Late / Unresponsive,2024-03-11 13:31:36.662,2024-03-11 13:47:56.847
471437,313220315,Barcelona,2024-03-11,Late / Unresponsive,2024-03-11 13:52:17.592,2024-03-11 14:13:25.074
471437,313222637,Barcelona,2024-03-11,Late / Unresponsive,2024-03-11 14:13:56.901,2024-03-11 14:28:54.049
471437,313494191,Barcelona,2024-03-14,Late / Unresponsive,2024-03-14 19:24:41.918,2024-03-14 19:46:18.572
471437,313512195,Barcelona,2024-03-14,Late / Unresponsive,2024-03-14 20:36:42.217,2024-03-14 21:03:26.137
471437,313517780,Barcelona,2024-03-14,Late / Unresponsive,2024-03-14 21:21:23.134,2024-03-14 21:40:27.344
472059,306888307,Madrid,2024-01-14,Refused delivery,2024-01-14 16:53:45.341,2024-01-14 17:01:56.484
472059,307737915,Madrid,2024-01-21,Late / Unresponsive,2024-01-21 20:06:32.844,2024-01-21 20:15:30.846
472059,309840070,Madrid,2024-02-09,Equipment failure,2024-02-09 13:29:30.64,2024-02-09 13:45:10.77
472433,313004932,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 14:29:28.609,2024-03-09 15:11:11.69
472433,313010221,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 15:13:17.787,2024-03-09 15:34:59.055
472492,310668615,Madrid,2024-02-16,Late / Unresponsive,2024-02-16 13:48:55.512,2024-02-16 14:00:02.685
472695,308005285,Madrid,2024-01-24,Refused delivery,2024-01-24 15:59:29.528,2024-01-24 16:02:04.969
472695,311107510,Madrid,2024-02-20,Refused delivery,2024-02-20 15:55:15.279,2024-02-20 16:16:07.424
472695,311107730,Madrid,2024-02-20,Refused delivery,2024-02-20 15:48:36.311,2024-02-20 16:16:07.431
472695,311896943,Madrid,2024-02-27,Late / Unresponsive,2024-02-27 22:06:35.66,2024-02-27 22:30:31.622
472716,307356507,Barcelona,2024-01-18,Equipment failure,2024-01-18 21:49:31.396,2024-01-18 22:23:48.978
472716,307508244,Barcelona,2024-01-19,Refused delivery,2024-01-19 22:54:21.028,2024-01-19 23:47:03.346
472716,307513923,Barcelona,2024-01-19,Refused delivery,2024-01-19 23:51:25.081,2024-01-20 00:05:45.779
472716,307614657,Barcelona,2024-01-20,Late / Unresponsive,2024-01-20 19:22:35.601,2024-01-20 19:42:55.614
472716,307644153,Barcelona,2024-01-20,Late / Unresponsive,2024-01-20 21:48:15.777,2024-01-20 21:59:47.086
472716,308052719,Barcelona,2024-01-24,Late / Unresponsive,2024-01-24 21:46:00.234,2024-01-24 22:03:53.809
472716,308160469,Barcelona,2024-01-25,Late / Unresponsive,2024-01-25 22:23:41.808,2024-01-25 22:39:21.996
472716,308293875,Barcelona,2024-01-26,Refused delivery,2024-01-26 21:38:24.137,2024-01-26 21:56:50.138
472716,308429857,Barcelona,2024-01-27,Refused delivery,2024-01-27 21:05:48.685,2024-01-27 21:20:20.152
472716,308848881,Barcelona,2024-01-31,Late / Unresponsive,2024-01-31 20:53:45.857,2024-01-31 21:18:32.192
472716,308860246,Barcelona,2024-01-31,Late / Unresponsive,2024-01-31 22:16:05.542,2024-01-31 22:33:50.896
472716,308963399,Barcelona,2024-02-01,Late / Unresponsive,2024-02-01 21:31:06.935,2024-02-01 21:51:11.661
472716,309084759,Barcelona,2024-02-02,Late / Unresponsive,2024-02-02 20:34:48.069,2024-02-02 20:48:16.334
472716,309952276,Barcelona,2024-02-09,Refused delivery,2024-02-09 23:30:43.802,2024-02-09 23:33:47.729
472716,309953831,Barcelona,2024-02-09,Equipment failure,2024-02-09 23:38:30.958,2024-02-09 23:40:30.498
472716,310071188,Barcelona,2024-02-10,Late / Unresponsive,2024-02-10 20:48:02.929,2024-02-10 21:08:31.853
473954,307060471,Barcelona,2024-01-16,Late / Unresponsive,2024-01-16 12:28:07.262,2024-01-16 12:53:23.359
473954,307490634,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 21:10:44.449,2024-01-19 21:31:46.651
473954,307491123,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 21:10:44.449,2024-01-19 21:31:46.67
473954,307498670,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 22:19:31.343,2024-01-20 00:37:09.674
473954,307802663,Barcelona,2024-01-22,Late / Unresponsive,2024-01-22 15:24:16.663,2024-01-22 16:00:33.18
473954,310329589,Barcelona,2024-02-13,Late / Unresponsive,2024-02-13 12:31:47.876,2024-02-13 13:02:57.619
473954,311832519,Barcelona,2024-02-27,Late / Unresponsive,2024-02-27 12:38:31.919,2024-02-27 13:15:54.24
475943,307078321,Madrid,2024-01-16,Late / Unresponsive,2024-01-16 14:30:46.743,2024-01-16 14:50:31.554
475943,307573133,Madrid,2024-01-20,Equipment failure,2024-01-20 15:29:13.957,2024-01-20 15:39:42.611
475943,307576175,Madrid,2024-01-20,Refused delivery,2024-01-20 15:50:14.012,2024-01-20 15:52:42.958
475943,307638665,Madrid,2024-01-20,Equipment failure,2024-01-20 21:19:56.367,2024-01-20 21:36:06.69
475943,307643198,Madrid,2024-01-20,Late / Unresponsive,2024-01-20 21:36:35.125,2024-01-20 21:57:01.096
475943,308369702,Madrid,2024-01-27,Refused delivery,2024-01-27 15:58:04.93,2024-01-27 15:58:59.315
475943,310408376,Madrid,2024-02-13,Refused delivery,2024-02-13 22:36:30.53,2024-02-13 22:41:29.214
475943,310750558,Madrid,2024-02-16,Refused delivery,2024-02-16 22:24:36.719,2024-02-16 22:55:40.469
475943,310872887,Madrid,2024-02-17,Late / Unresponsive,2024-02-17 22:21:38.124,2024-02-17 22:32:30.749
475943,311892121,Madrid,2024-02-27,Late / Unresponsive,2024-02-27 21:15:56.497,2024-02-27 21:30:37.114
475943,312296343,Madrid,2024-03-02,Late / Unresponsive,2024-03-02 15:28:43.789,2024-03-02 15:36:32.893
476245,307234725,Barcelona,2024-01-17,Lack mandatory equipment,2024-01-17 20:22:09.596,2024-01-17 20:37:22.305
476505,306870814,Barcelona,2024-01-14,Late / Unresponsive,2024-01-14 14:09:54.6,2024-01-14 14:30:34.45
476505,306866595,Barcelona,2024-01-14,Late / Unresponsive,2024-01-14 14:31:12.666,2024-01-14 15:02:11.202
476505,306886625,Barcelona,2024-01-14,Late / Unresponsive,2024-01-14 19:15:13.002,2024-01-14 19:39:48.371
476505,307228683,Barcelona,2024-01-17,Late / Unresponsive,2024-01-17 19:49:11.058,2024-01-17 20:12:27.491
476505,307287370,Barcelona,2024-01-18,Late / Unresponsive,2024-01-18 13:10:31.18,2024-01-18 13:25:40.154
476505,307289792,Barcelona,2024-01-18,Late / Unresponsive,2024-01-18 13:29:31.211,2024-01-18 13:39:49.238
476505,307289698,Barcelona,2024-01-18,Late / Unresponsive,2024-01-18 13:39:51.387,2024-01-18 13:57:36.184
476505,307352686,Barcelona,2024-01-18,Late / Unresponsive,2024-01-18 21:23:11.545,2024-01-18 21:46:21.57
476505,307359718,Barcelona,2024-01-18,Late / Unresponsive,2024-01-18 22:19:31.506,2024-01-18 22:53:46.351
476505,307449658,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 19:52:34.574,2024-01-19 20:08:19.842
476505,307500189,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 21:49:20.247,2024-01-19 22:10:47.511
476505,307485521,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 22:11:02.824,2024-01-19 22:29:29.837
476505,307543304,Barcelona,2024-01-20,Late / Unresponsive,2024-01-20 12:19:35.06,2024-01-20 12:59:36.933
476505,307629167,Barcelona,2024-01-20,Late / Unresponsive,2024-01-20 20:22:35.278,2024-01-20 20:43:54.066
476505,307989050,Barcelona,2024-01-24,Late / Unresponsive,2024-01-24 13:12:39.838,2024-01-24 13:30:59.752
476505,308040003,Barcelona,2024-01-24,Late / Unresponsive,2024-01-24 20:16:40.852,2024-01-24 20:46:49.633
476505,308079701,Barcelona,2024-01-25,Late / Unresponsive,2024-01-25 12:03:01.452,2024-01-25 12:17:46.303
476505,308084817,Barcelona,2024-01-25,Late / Unresponsive,2024-01-25 12:48:01.595,2024-01-25 13:08:54.429
476505,308097248,Barcelona,2024-01-25,Refused delivery,2024-01-25 14:49:21.946,2024-01-25 15:01:36.853
476505,308187012,Barcelona,2024-01-26,Late / Unresponsive,2024-01-26 12:04:03.277,2024-01-26 12:20:00.632
476505,308349652,Barcelona,2024-01-27,Late / Unresponsive,2024-01-27 13:31:25.22,2024-01-27 13:57:52.838
476505,308414000,Barcelona,2024-01-27,Late / Unresponsive,2024-01-27 19:50:25.912,2024-01-27 20:06:57.108
476505,308416630,Barcelona,2024-01-27,Late / Unresponsive,2024-01-27 20:08:06.671,2024-01-27 20:25:01.261
476505,308470793,Barcelona,2024-01-28,Late / Unresponsive,2024-01-28 13:30:06.89,2024-01-28 13:58:54.259
476505,308523201,Barcelona,2024-01-28,Late / Unresponsive,2024-01-28 19:07:07.088,2024-01-28 19:18:08.065
476505,308528605,Barcelona,2024-01-28,Late / Unresponsive,2024-01-28 19:36:07.044,2024-01-28 19:43:31.846
476505,309579035,Barcelona,2024-02-07,Late / Unresponsive,2024-02-07 12:36:57.504,2024-02-07 12:56:39.52
476505,309847327,Barcelona,2024-02-09,Late / Unresponsive,2024-02-09 14:02:23.849,2024-02-09 14:23:55.013
476505,309984832,Barcelona,2024-02-10,Late / Unresponsive,2024-02-10 12:44:00.872,2024-02-10 12:57:33.992
476505,310072340,Barcelona,2024-02-10,Late / Unresponsive,2024-02-10 20:53:02.556,2024-02-10 21:08:41.828
476505,310171616,Barcelona,2024-02-11,Late / Unresponsive,2024-02-11 19:21:42.574,2024-02-11 19:39:53.401
476505,310171865,Barcelona,2024-02-11,Late / Unresponsive,2024-02-11 19:23:03.518,2024-02-11 19:39:53.415
476505,310440808,Barcelona,2024-02-14,Late / Unresponsive,2024-02-14 12:48:10.05,2024-02-14 13:02:35.929
476505,310440811,Barcelona,2024-02-14,Late / Unresponsive,2024-02-14 12:48:10.05,2024-02-14 13:02:35.937
476505,310512736,Barcelona,2024-02-14,Late / Unresponsive,2024-02-14 21:02:15.229,2024-02-14 22:17:47.778
476505,310656491,Barcelona,2024-02-16,Late / Unresponsive,2024-02-16 12:18:53.041,2024-02-16 12:34:03.86
476505,311583233,Barcelona,2024-02-24,Equipment failure,2024-02-24 20:04:43.825,2024-02-24 22:09:07.822
476505,311656253,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 15:32:13.63,2024-02-25 15:45:35.898
476505,311697658,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 20:13:42.313,2024-02-25 20:34:24.459
476505,311708190,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 21:18:22.099,2024-02-25 21:41:36.917
476505,312029572,Barcelona,2024-02-29,Late / Unresponsive,2024-02-29 13:48:35.569,2024-02-29 14:02:39.333
476505,312199504,Barcelona,2024-03-01,Late / Unresponsive,2024-03-01 19:53:36.644,2024-03-01 20:21:05.406
476553,307177493,Barcelona,2024-01-17,Refused delivery,2024-01-17 13:02:29.258,2024-01-17 13:06:16.291
476553,308481427,Barcelona,2024-01-28,Late / Unresponsive,2024-01-28 13:59:46.69,2024-01-28 14:08:03.677
476553,308489489,Barcelona,2024-01-28,Late / Unresponsive,2024-01-28 15:00:46.792,2024-01-28 15:17:19.497
476553,309011348,Barcelona,2024-02-02,Refused delivery,2024-02-02 13:45:07.836,2024-02-02 14:13:11.728
476553,309354686,Barcelona,2024-02-04,Late / Unresponsive,2024-02-04 21:09:33.417,2024-02-04 21:31:07.435
476553,309986406,Barcelona,2024-02-10,Refused delivery,2024-02-10 12:55:57.299,2024-02-10 13:04:57.658
476553,310926556,Barcelona,2024-02-18,Late / Unresponsive,2024-02-18 16:07:37.627,2024-02-18 16:27:56.787
476553,310953462,Barcelona,2024-02-18,Late / Unresponsive,2024-02-18 19:33:17.728,2024-02-18 20:03:37.93
476553,311191300,Barcelona,2024-02-22,Refused delivery,2024-02-22 14:45:40.5,2024-02-22 15:10:11.623
480019,307641753,Zaragoza,2024-01-20,Late / Unresponsive,2024-01-20 21:32:39.026,2024-01-20 21:44:56.93
480282,307348565,Barcelona,2024-01-18,Late / Unresponsive,2024-01-18 21:07:31.12,2024-01-18 21:30:29.905
480282,307401634,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 13:46:20.779,2024-01-19 13:57:46.243
480282,307408848,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 13:57:53.136,2024-01-19 14:03:57.393
480282,307638085,Barcelona,2024-01-20,Late / Unresponsive,2024-01-20 21:05:55.783,2024-01-20 21:22:57.977
480282,307693497,Barcelona,2024-01-21,Late / Unresponsive,2024-01-21 14:58:36.932,2024-01-21 15:18:18.393
480282,308002499,Barcelona,2024-01-24,Late / Unresponsive,2024-01-24 15:29:23.494,2024-01-24 15:58:35.063
480282,308198669,Barcelona,2024-01-26,Late / Unresponsive,2024-01-26 13:20:43.184,2024-01-26 13:38:54.834
480282,308844586,Barcelona,2024-01-31,Late / Unresponsive,2024-01-31 20:25:25.654,2024-01-31 20:45:56.612
480282,308849158,Barcelona,2024-01-31,Late / Unresponsive,2024-01-31 20:51:45.836,2024-01-31 21:09:32.793
480282,308849910,Barcelona,2024-01-31,Late / Unresponsive,2024-01-31 20:56:06.448,2024-01-31 21:09:32.811
480282,309093005,Barcelona,2024-02-02,Late / Unresponsive,2024-02-02 21:07:49.028,2024-02-02 21:33:33.266
480282,309233458,Barcelona,2024-02-03,Late / Unresponsive,2024-02-03 20:40:51.007,2024-02-03 21:16:44.818
480282,309769622,Barcelona,2024-02-08,Late / Unresponsive,2024-02-08 19:51:22.648,2024-02-08 20:17:22.021
480282,309827361,Barcelona,2024-02-09,Late / Unresponsive,2024-02-09 11:58:43.782,2024-02-09 12:45:57.055
480282,310132135,Barcelona,2024-02-11,Late / Unresponsive,2024-02-11 14:45:03.2,2024-02-11 15:31:56.152
480282,310132300,Barcelona,2024-02-11,Late / Unresponsive,2024-02-11 14:46:03.091,2024-02-11 15:31:56.16
480282,310504176,Barcelona,2024-02-14,Late / Unresponsive,2024-02-14 20:20:10.837,2024-02-14 21:50:57.265
480282,310503672,Barcelona,2024-02-14,Late / Unresponsive,2024-02-14 20:17:30.914,2024-02-14 21:50:57.272
480282,310662955,Barcelona,2024-02-16,Late / Unresponsive,2024-02-16 13:18:13.048,2024-02-16 13:41:18.213
480282,310663040,Barcelona,2024-02-16,Late / Unresponsive,2024-02-16 13:18:13.048,2024-02-16 13:41:18.221
480282,310854832,Barcelona,2024-02-17,Late / Unresponsive,2024-02-17 20:27:56.087,2024-02-17 21:18:00.311
480282,310869694,Barcelona,2024-02-17,Late / Unresponsive,2024-02-17 21:57:35.599,2024-02-17 22:53:12.787
480282,310870271,Barcelona,2024-02-17,Late / Unresponsive,2024-02-17 22:01:55.784,2024-02-17 22:53:12.794
480282,311195990,Barcelona,2024-02-21,Late / Unresponsive,2024-02-21 14:55:57.758,2024-02-21 16:25:16.225
480282,311267633,Barcelona,2024-02-22,Equipment failure,2024-02-22 12:25:59.867,2024-02-22 12:31:05.807
480282,311267636,Barcelona,2024-02-22,Equipment failure,2024-02-22 12:25:59.867,2024-02-22 12:31:05.823
480282,311273278,Barcelona,2024-02-22,Refused delivery,2024-02-22 12:31:19.482,2024-02-22 12:35:39.951
480282,311650709,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 14:49:01.785,2024-02-25 15:07:52.473
480282,311652874,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 15:11:02.439,2024-02-25 15:31:56.071
480282,311702056,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 20:38:22.336,2024-02-25 21:27:46.776
480282,311702053,Barcelona,2024-02-25,Late / Unresponsive,2024-02-25 20:38:22.336,2024-02-25 21:27:46.792
480282,311973631,Barcelona,2024-02-28,Late / Unresponsive,2024-02-28 19:55:54.281,2024-02-28 20:23:21.035
480282,311986104,Barcelona,2024-02-28,Late / Unresponsive,2024-02-28 21:15:32.807,2024-02-28 21:36:06.805
480282,312013418,Barcelona,2024-02-29,Late / Unresponsive,2024-02-29 12:25:14.416,2024-02-29 13:27:00.092
480282,312021915,Barcelona,2024-02-29,Late / Unresponsive,2024-02-29 12:49:54.656,2024-02-29 13:27:00.099
480282,312409576,Barcelona,2024-03-03,Late / Unresponsive,2024-03-03 14:10:41.339,2024-03-03 14:31:43.013
480282,312688887,Barcelona,2024-03-06,Late / Unresponsive,2024-03-06 14:46:20.011,2024-03-06 15:17:57.839
480282,312728646,Barcelona,2024-03-06,Late / Unresponsive,2024-03-06 20:41:08.285,2024-03-06 20:51:19.329
480282,312935138,Barcelona,2024-03-08,Late / Unresponsive,2024-03-08 20:24:04.444,2024-03-08 21:33:09.587
480282,313064560,Barcelona,2024-03-09,Late / Unresponsive,2024-03-09 21:01:06.506,2024-03-09 22:02:04.808
480282,313394655,Barcelona,2024-03-13,Late / Unresponsive,2024-03-13 14:59:00.411,2024-03-13 15:49:06.3
480283,307180383,Barcelona,2024-01-17,Equipment failure,2024-01-17 13:28:10.551,2024-01-17 13:37:29.198
480283,307180935,Barcelona,2024-01-17,Equipment failure,2024-01-17 13:30:49.504,2024-01-17 13:37:29.215
480283,307182480,Barcelona,2024-01-17,Equipment failure,2024-01-17 13:46:45.153,2024-01-17 13:48:09.617
480283,307295967,Barcelona,2024-01-18,Refused delivery,2024-01-18 14:14:30.905,2024-01-18 14:21:05.059
480283,308793154,Barcelona,2024-01-31,Refused delivery,2024-01-31 14:02:05.871,2024-01-31 14:06:59.439
480283,309018973,Barcelona,2024-02-02,Equipment failure,2024-02-02 14:42:27.808,2024-02-02 15:09:50.109
480283,309602522,Barcelona,2024-02-07,Refused delivery,2024-02-07 13:23:40.61,2024-02-07 13:27:53.716
480283,309601666,Barcelona,2024-02-07,Refused delivery,2024-02-07 13:28:00.635,2024-02-07 13:31:35.969
480283,309602180,Barcelona,2024-02-07,Refused delivery,2024-02-07 13:28:00.635,2024-02-07 13:31:35.975
480283,309725178,Barcelona,2024-02-08,Refused delivery,2024-02-08 14:38:41.987,2024-02-08 14:41:14.963
480283,310129221,Barcelona,2024-02-11,Refused delivery,2024-02-11 14:27:42.799,2024-02-11 14:33:14.571
480283,310919335,Barcelona,2024-02-18,Refused delivery,2024-02-18 15:04:57.181,2024-02-18 15:07:38.481
480283,311277076,Barcelona,2024-02-22,Refused delivery,2024-02-22 13:07:59.857,2024-02-22 13:11:59.233
480283,311392264,Barcelona,2024-02-23,Refused delivery,2024-02-23 13:43:41.299,2024-02-23 13:46:08.881
480283,311392677,Barcelona,2024-02-23,Refused delivery,2024-02-23 13:46:41.418,2024-02-23 13:48:54.976
480283,312139652,Barcelona,2024-03-01,Refused delivery,2024-03-01 13:44:56.143,2024-03-01 13:48:30.117
480283,312139651,Barcelona,2024-03-01,Refused delivery,2024-03-01 13:44:56.143,2024-03-01 13:48:30.124
480283,312780815,Barcelona,2024-03-07,Refused delivery,2024-03-07 15:15:41.872,2024-03-07 15:18:11.523
480283,312874921,Barcelona,2024-03-08,Refused delivery,2024-03-08 14:02:23.486,2024-03-08 14:04:56.106
480283,312883376,Barcelona,2024-03-08,Refused delivery,2024-03-08 15:21:23.969,2024-03-08 15:23:27.639
480283,312989890,Barcelona,2024-03-09,Refused delivery,2024-03-09 12:38:24.578,2024-03-09 12:54:11.815
480283,313003801,Barcelona,2024-03-09,Refused delivery,2024-03-09 14:30:24.067,2024-03-09 14:34:37.592
480283,313119339,Barcelona,2024-03-10,Refused delivery,2024-03-10 14:28:47.88,2024-03-10 14:31:39.79
480283,313119693,Barcelona,2024-03-10,Refused delivery,2024-03-10 14:31:28.273,2024-03-10 14:31:39.8
480526,307397897,Barcelona,2024-01-19,Late / Unresponsive,2024-01-19 13:05:15.075,2024-01-19 13:33:01.137
480526,308287559,Barcelona,2024-01-26,Refused delivery,2024-01-26 21:10:04.32,2024-01-26 21:17:12.085
480526,308349609,Barcelona,2024-01-27,Late / Unresponsive,2024-01-27 13:38:24.869,2024-01-27 14:03:11.112
480526,308491801,Barcelona,2024-01-28,Refused delivery,2024-01-28 15:23:26.695,2024-01-28 16:00:50.391
480526,309299878,Barcelona,2024-02-04,Refused delivery,2024-02-04 15:17:31.893,2024-02-04 15:43:19.265
483976,307401125,Madrid,2024-01-19,Late / Unresponsive,2024-01-19 13:03:32.799,2024-01-19 13:15:54.818
483976,309019105,Madrid,2024-02-02,Late / Unresponsive,2024-02-02 14:43:51.254,2024-02-02 14:59:38.874
