"driver_id","week","transport_type","tenure","deliveries_invoiced","e2e_invoiced","client_price_invoiced","driver_earnings_invoiced","deliveries_not_invoiced","e2e_not_invoiced","distance_to_pu_invoiced","distance_to_do_invoiced","deliveries_succeeded","e2e_succeeded","client_price_succeeded","driver_earnings_succeeded","distance_to_pu_succeeded","distance_to_do_succeeded","performance_deliveries","picking_time","wapu","delivering_time","wado","distance_to_pu","distance_to_do","assigned_hours","online_hours","extra_time","no_laborable_retribuido","no_disponible","assigned_shifts","is_in_area_begin","no_shows","invitations","non_commit","lack_equipment","late_unresponsive","refused_delivery","equipment_failure"
144250,1.0,e_motorbikexl,,29,48744,157.76,5.59,1,175,55238,54379,19,29108,109.32,5.59,29533,29501,19,12523,4397,7438,5750,27354,31755,30.00,29.82,0.12,0.00,0.00,10,10,0,26,0,,,,
144250,2.0,e_motorbikexl,,12,20136,69.96000000000001,3.84,0,0,22153,25822,10,16888,60.760000000000005,3.84,18849,23732,10,6659,2795,5423,2573,18849,23732,18.00,17.74,0.09,12.00,0.00,6,6,0,10,0,,,,
144250,3.0,e_motorbikexl,,8,14153,49.99,2.83,0,0,18208,15187,8,14153,49.99,2.83,18208,15187,8,6453,2122,3465,2115,18208,15187,24.00,18.00,0.03,6.00,0.00,8,6,2,7,0,,,,
144250,4.0,e_motorbikexl,,10,12647,55.25,1.9499999999999997,0,0,12465,15972,8,9739,46.05,1.9499999999999997,9233,11674,8,3438,2179,2253,1870,9233,11674,24.00,24.00,0.00,6.00,0.00,8,8,0,8,0,,,,
144250,5.0,e_motorbikexl,,10,18030,62.739999999999995,3.26,0,0,20230,20620,9,16075,57.489999999999995,3.26,18109,17401,8,7164,996,3950,3106,17588,17057,30.00,26.93,0.01,0.00,0.00,10,9,1,10,0,,,,
144250,6.0,e_motorbikexl,,11,15202,64.07,2.36,0,0,16802,12973,9,12764,53.57,2.36,13108,12601,9,5105,1943,3525,2191,13108,12601,30.00,24.00,0.00,0.00,0.00,10,8,2,10,0,,,,
144250,7.0,e_motorbikexl,,7,12210,43.58,2.41,0,0,15773,12872,7,12210,43.58,2.41,15773,12872,7,5190,2443,2832,1745,15773,12872,24.00,24.00,0.02,6.00,0.00,8,8,0,6,0,,,,
144250,51.0,e_motorbikexl,,6,11359,32.269999999999996,1.27,0,0,11465,6795,6,11359,32.269999999999996,1.27,11465,6795,6,5052,1937,2251,2119,11465,6795,9.00,9.00,0.00,3.00,0.00,3,3,0,5,0,,,,
144250,52.0,e_motorbikexl,,32,54675,188.38,11.68,0,0,65104,71672,28,47629,168.68,11.68,52967,61621,24,17674,4442,13050,7573,48291,57284,27.00,27.00,1.30,3.00,0.00,9,9,0,25,0,,,,
171353,51.0,bike,208,15,26187,73.44,0.0,3,4757,21389,22738,14,22422,68.09,0.0,20246,21469,13,5921,3262,6740,4059,18021,19751,18.98,24.57,0.00,7.00,0.00,5,0,0,18,3,,3,,
276993,1.0,e_motorbikexl,179,21,39646,150.83,9.58,0,0,37303,54942,20,37040,144.86,9.58,35833,51273,20,12424,4341,9417,11923,37299,50696,24.00,17.73,0.33,0.00,0.00,4,2,1,15,0,,,,
276993,2.0,e_motorbikexl,179,35,76695,225.95999999999998,14.219999999999999,0,0,63044,79108,33,74727,216.06,14.219999999999999,58339,75517,32,23266,10971,17935,20142,57616,71634,30.00,29.22,0.38,0.00,0.00,5,4,0,34,0,,,,
276993,3.0,e_motorbikexl,179,18,39449,120.06,8.91,0,0,31762,51589,17,36391,114.25999999999999,8.91,29535,48283,16,10524,5782,10241,9247,27611,46397,24.00,17.77,0.26,6.00,0.00,4,3,1,15,0,,,,
276993,4.0,e_motorbikexl,179,34,67506,219.26999999999998,11.44,1,657,58663,67677,33,65805,213.86999999999998,11.44,55702,66645,28,18878,7594,15737,15112,47768,58448,30.00,29.29,0.29,0.00,0.00,5,3,0,32,1,,1,,
276993,5.0,e_motorbikexl,179,29,57015,198.07000000000002,12.759999999999998,0,0,57235,67473,29,57015,198.07000000000002,12.759999999999998,57235,67473,26,18545,6793,13014,13295,54341,57876,24.00,26.91,0.71,6.00,0.00,4,4,0,25,0,,,,
276993,6.0,e_motorbikexl,179,17,41402,132.48000000000002,8.469999999999999,1,998,33454,45013,17,41402,132.48000000000002,8.469999999999999,33454,45013,16,12727,4549,11876,9978,31585,41127,24.00,17.65,0.00,6.00,0.00,4,3,1,18,1,,1,,
276993,7.0,e_motorbikexl,179,20,41487,141.16,7.390000000000001,0,0,41638,45441,17,36254,125.36,7.390000000000001,35349,39837,18,13279,6645,11013,7677,37991,42148,30.00,17.98,0.28,0.00,0.00,5,3,2,20,0,,,,
276993,51.0,e_motorbikexl,179,19,40245,138.87,9.010000000000002,0,0,36943,49784,19,40245,138.87,9.010000000000002,36943,49784,19,11132,6061,11435,12081,36943,49784,18.00,16.85,0.20,0.00,0.00,3,2,0,15,0,,,,
280920,1.0,e_motorbikexl,178,45,65092,280.28999999999996,17.04,4,1235,77887,99275,44,64769,275.78999999999996,17.04,77457,96272,43,18669,7841,22678,14310,75541,94149,24.00,23.12,0.00,0.00,0.00,4,4,0,41,0,,,,
280920,2.0,e_motorbikexl,178,45,71641,284.49999999999994,16.840000000000003,3,1913,86859,90535,45,71641,284.49999999999994,16.840000000000003,86859,90535,45,23593,10896,22509,14643,86859,90535,30.00,29.26,0.01,0.00,0.00,5,2,0,44,2,,3,,
280920,3.0,e_motorbikexl,178,41,72567,243.0,15.18,3,1233,73419,83449,40,70998,237.2,15.18,72900,80697,39,21025,11230,21486,16304,71387,79794,24.00,23.67,0.54,6.00,0.00,4,3,0,38,0,,,,
280920,4.0,e_motorbikexl,178,45,80714,301.97999999999996,17.65,1,167,93879,100629,44,78915,292.47999999999996,17.65,91134,97934,43,23965,11176,23399,18612,89090,95530,30.00,28.85,0.47,0.00,0.00,5,2,0,42,0,,,,
280920,5.0,e_motorbikexl,178,33,62495,221.17999999999998,15.479999999999999,4,2142,68108,82689,33,62495,221.17999999999998,15.479999999999999,68108,82689,33,15515,9348,24387,13247,68108,82689,30.00,23.62,0.26,0.00,0.00,5,3,1,33,3,,1,3,
280920,6.0,e_motorbikexl,178,36,71135,241.70999999999998,18.130000000000003,3,1174,79959,103714,34,67129,226.79,18.130000000000003,74988,95712,35,22343,10591,22807,14088,77893,100373,30.00,28.33,0.14,0.00,0.00,5,0,0,39,3,,,2,1
280920,7.0,e_motorbikexl,178,47,86563,302.16,22.0,0,0,98256,118397,47,86563,302.16,22.0,98256,118397,47,25593,12589,25954,22432,98256,118397,32.00,31.14,0.41,0.00,0.00,6,3,0,43,0,,,,
280920,51.0,e_motorbikexl,178,33,57440,211.85,12.58,2,179,65582,75204,29,51718,189.77,12.58,58955,67939,24,12226,5666,12877,8967,48976,53905,18.00,17.79,0.43,0.00,0.00,3,3,0,28,0,,,,
283943,2.0,e_motorbikexl,177,30,60658,193.09,12.719999999999999,2,224,63962,69454,29,58206,188.74,12.719999999999999,62865,68985,27,17590,6734,16715,12371,59579,58882,24.00,23.84,0.04,6.00,0.00,4,4,0,29,0,,,,
283943,3.0,e_motorbikexl,177,21,36382,127.87,8.63,0,0,30072,48071,20,33434,121.23999999999998,8.63,28804,43745,20,8549,5156,10263,11166,30072,48071,24.00,15.00,0.36,6.00,0.00,4,3,1,19,0,,,,
283943,4.0,e_motorbikexl,177,41,83478,268.84999999999997,18.55,0,0,81765,98368,41,83478,268.84999999999997,18.55,81765,98368,39,23909,8790,25471,20326,78372,90590,30.00,29.78,0.38,0.00,0.00,5,4,0,39,0,,,,
359415,1.0,e_motorbikexl,158,10,22722,70.5,4.62,3,2768,18872,24416,10,22722,70.5,4.62,18872,24416,9,7548,3418,6114,2908,16890,21794,24.00,11.69,0.00,0.00,0.00,4,0,2,12,2,,1,,1
359415,2.0,e_motorbikexl,158,11,25978,86.01,3.3100000000000005,5,6705,23683,17752,11,25978,86.01,3.3100000000000005,23683,17752,9,6932,3973,4945,4122,18847,15104,30.00,11.82,0.33,0.00,0.00,5,0,3,12,3,,3,,1
359415,3.0,e_motorbikexl,158,26,52036,178.24000000000004,8.66,7,7807,48895,51821,22,43589,149.04000000000002,8.66,37814,46012,22,15549,7356,12818,10153,40204,45783,30.00,25.51,0.32,0.00,0.00,5,1,0,28,5,,4,1,
359415,4.0,e_motorbikexl,158,21,45604,127.89999999999999,6.33,11,8922,46830,38624,17,38222,110.05,6.33,36160,33704,16,14197,4094,11751,5550,33059,30580,30.00,18.26,0.21,0.00,0.00,5,1,2,26,7,,3,2,4
359415,5.0,e_motorbikexl,158,28,51378,182.35000000000002,8.39,6,4974,46931,54524,23,41336,154.14999999999998,8.39,33158,45497,24,13545,8680,15256,8280,38627,49362,30.00,21.52,0.02,0.00,0.00,5,1,1,28,4,,3,1,1
359415,7.0,e_motorbikexl,158,8,13866,46.19999999999999,1.84,3,1566,20806,12370,7,12394,41.699999999999996,1.84,17150,9814,7,5938,1327,2353,2776,17150,9814,30.00,5.51,0.00,0.00,0.00,5,0,4,10,2,,1,,1
359415,51.0,e_motorbikexl,158,8,14682,61.239999999999995,3.04,2,1525,16047,22236,6,12744,52.39,3.04,11674,16159,5,3679,929,3445,1931,8760,13694,12.00,5.79,0.11,0.00,0.00,2,0,1,10,2,,1,,1
359781,2.0,e_motorbike,158,26,45448,140.07999999999998,8.9,1,773,37573,57012,22,39328,119.18,8.9,34976,49346,21,11731,8675,11343,6442,31666,47757,27.00,23.02,0.20,3.00,0.00,9,5,1,25,1,,,1,
359781,3.0,e_motorbike,158,28,57031,161.51,12.280000000000001,2,1832,48820,66676,28,57031,161.51,12.280000000000001,48820,66676,28,18032,7875,18867,12281,48820,66676,24.25,22.14,1.14,6.00,0.00,9,4,1,21,0,,,,
359781,4.0,e_motorbike,158,26,58036,147.71999999999997,11.49,1,1168,49473,64099,26,58036,147.71999999999997,11.49,49473,64099,26,18833,9649,18731,10863,49473,64099,30.00,29.36,0.45,0.00,0.00,10,9,0,19,0,,,,
359781,5.0,e_motorbike,158,28,58851,155.92999999999998,11.13,0,0,41135,59120,28,58851,155.92999999999998,11.13,41135,59120,28,14163,15610,18627,10451,41135,59120,30.00,28.88,1.14,0.00,0.00,10,9,0,24,0,,,,
359781,6.0,e_motorbike,158,28,54618,151.05,9.98,0,0,42270,52896,28,54618,151.05,9.98,42270,52896,28,13000,11292,19319,11009,42270,52896,24.00,23.34,0.81,6.00,0.00,8,7,0,22,0,,,,
359781,7.0,e_motorbike,158,22,46372,115.39999999999999,8.18,1,469,28112,43324,22,46372,115.39999999999999,8.18,28112,43324,20,8297,13794,12523,7428,22659,40731,30.00,29.00,0.76,0.00,0.00,10,10,0,17,0,,,,
359781,51.0,e_motorbike,158,23,44078,122.91,9.72,5,7774,39605,55271,22,41996,117.81,9.72,36666,54765,20,10532,7269,14286,6498,33790,50239,18.00,17.69,1.68,0.00,0.00,6,4,0,22,4,,4,,
359781,52.0,e_motorbike,158,5,10549,26.46,2.1199999999999997,2,2793,5284,11252,5,10549,26.46,2.1199999999999997,5284,11252,5,2716,2078,3712,2043,5284,11252,24.00,5.74,0.00,6.00,0.00,8,0,6,7,2,,1,1,
364173,1.0,e_motorbike,157,48,74872,274.14,22.07,5,834,97944,122895,46,71816,263.99,22.07,93689,120229,42,19570,9215,24956,10987,83088,113218,30.00,29.96,1.08,0.00,0.00,10,10,0,49,0,,,,
364173,2.0,e_motorbike,157,36,60661,211.20000000000005,18.62,3,2497,72006,98630,36,60661,211.20000000000005,18.62,72006,98630,36,18605,8205,22219,11993,72006,98630,30.00,20.99,1.03,0.00,0.00,10,6,3,34,0,,,,
364173,3.0,e_motorbike,157,57,89933,300.39,19.060000000000002,2,1349,102378,118141,51,80597,268.28999999999996,19.060000000000002,88483,101767,51,25062,13036,29010,15410,88926,101230,30.25,29.92,1.37,0.00,0.00,11,10,1,52,0,,,,
364173,4.0,e_motorbike,157,40,62170,229.3,20.240000000000002,2,48,69122,109794,40,62170,229.3,20.240000000000002,69122,109794,36,15093,10180,20994,10218,64728,95251,30.00,23.99,0.88,0.00,0.00,10,8,2,34,0,,,,
364173,5.0,e_motorbike,157,47,75374,269.94,23.99,2,1053,76987,135230,46,74974,264.89000000000004,23.99,74010,133692,42,16850,15816,25016,11403,67963,120636,30.00,29.98,0.79,0.00,0.00,10,9,0,46,1,,,1,
364173,6.0,e_motorbike,157,35,57477,202.97000000000003,16.35,2,533,67566,89041,34,55909,197.87000000000003,16.35,65044,86780,32,14588,10138,17977,9446,58806,81111,30.00,24.00,0.35,0.00,0.00,10,8,2,33,0,,,,
364173,7.0,e_motorbike,157,38,64174,216.43000000000004,18.47,3,2493,70898,99865,37,62140,210.43000000000004,18.47,67719,96851,36,16045,13518,21212,10677,65105,94875,24.00,23.98,1.22,6.00,0.00,8,8,0,39,0,,,,
364173,51.0,e_motorbike,157,27,42004,144.34,10.649999999999999,1,4,43053,64065,26,39180,137.9,10.649999999999999,41592,59636,26,9933,8152,14229,8864,43046,58200,18.00,17.99,0.11,0.00,0.00,5,5,0,24,0,,,,
364173,52.0,e_motorbike,157,37,66181,211.37000000000003,18.459999999999997,4,379,76276,98894,37,66181,211.37000000000003,18.459999999999997,76276,98894,34,16099,10841,21110,12409,73293,94629,24.00,23.95,1.13,6.00,0.00,8,7,0,34,0,,,,
367910,2.0,e_motorbike,156,38,72365,275.12,20.950000000000003,0,0,75426,109257,38,72365,275.12,20.950000000000003,75426,109257,37,23286,7165,29912,10418,72876,106643,24.00,23.98,0.68,6.00,0.00,8,8,0,35,0,,,,
367910,3.0,e_motorbike,156,48,84086,319.46999999999997,24.39,0,0,88328,147760,45,80902,302.82,24.39,84104,138810,45,24471,10274,35920,10372,84104,138810,30.00,29.12,0.73,0.00,0.00,10,10,0,42,0,,,,
367910,4.0,e_motorbike,156,46,74767,308.53000000000003,23.06,0,0,73107,136345,43,72111,292.03000000000003,23.06,68124,123382,43,20976,9685,32418,9135,68124,123382,30.25,29.94,1.39,0.00,0.00,11,9,1,46,0,,,,
367910,5.0,e_motorbike,156,44,78597,308.04,24.759999999999998,0,0,73259,134872,43,77038,302.64,24.759999999999998,71702,131178,41,20928,9917,34531,9040,68132,125951,30.00,29.94,1.10,0.00,0.00,10,10,0,39,0,,,,
367910,6.0,e_motorbike,156,50,85283,328.93999999999994,25.529999999999998,0,0,68652,143823,48,81561,317.23999999999995,25.529999999999998,66768,140308,48,21361,10721,39128,11875,66768,140308,30.00,29.97,0.56,0.00,0.00,10,10,0,48,1,,,,
367910,7.0,e_motorbike,156,42,71593,268.5,18.38,0,0,88071,118647,37,65155,240.7,18.38,78443,99068,36,21705,6600,26747,7664,75337,96579,24.00,23.96,1.26,6.00,0.00,8,8,0,40,0,,,,
367910,51.0,e_motorbike,156,30,52901,219.53,16.060000000000002,0,0,51511,86076,27,48714,203.08,16.060000000000002,43544,83700,26,12770,4337,22636,7079,40539,81247,18.00,17.97,0.73,0.00,0.00,5,5,0,26,0,,,,
367910,52.0,e_motorbike,156,48,83902,326.32,23.61,0,0,80209,134667,46,77797,307.22,23.61,75756,125440,47,23266,10091,34776,13479,76379,130593,27.25,26.95,1.66,0.00,0.00,10,9,1,39,0,,,,
370425,1.0,e_motorbike,155,42,63178,275.37,19.479999999999997,0,0,89805,110404,40,60488,265.52,19.479999999999997,84955,106693,39,22422,5660,24182,6609,83637,105097,24.00,24.00,0.76,6.00,0.00,4,4,0,39,0,,,,
370425,2.0,e_motorbike,155,49,72898,320.19,20.490000000000002,0,0,97291,112498,48,72315,315.14000000000004,20.490000000000002,96430,108662,45,24391,6908,30344,7525,91506,104855,30.00,30.00,0.55,0.00,0.00,5,5,0,48,0,,,,
370425,3.0,e_motorbike,155,54,78263,349.17,24.06,2,383,107698,133174,54,78263,349.17,24.06,107698,133174,52,27832,5335,34317,8136,103389,128769,30.00,27.43,0.80,0.00,0.00,5,5,0,49,2,,,1,1
370425,4.0,e_motorbike,155,47,71030,305.00000000000006,18.25,0,0,88429,109022,43,63667,282.95,18.25,78806,96666,43,23093,6755,27618,6364,78806,96666,30.25,30.04,1.11,0.00,0.00,6,5,1,46,0,,,,
370425,5.0,e_motorbike,155,49,77100,312.23,24.11,0,0,96803,127788,48,75483,307.88,24.11,93617,124858,47,25816,7138,34644,7288,92078,122628,30.00,30.00,1.46,0.00,0.00,5,5,0,46,0,,,,
370425,6.0,e_motorbike,155,56,78056,337.14,22.63,1,1439,118277,124979,56,78056,337.14,22.63,118277,124979,54,28231,7117,32448,7567,113114,121246,30.00,30.00,0.74,0.00,0.00,5,5,0,51,0,,,,
370425,7.0,e_motorbike,155,50,72942,357.28,22.98,0,0,104440,126813,49,71601,352.93,22.98,102425,123402,42,24395,4637,28937,5647,88799,107123,30.00,30.00,0.79,0.00,0.00,5,4,0,46,0,,,,
370425,51.0,e_motorbike,155,9,15298,59.79,3.88,0,0,12301,18626,9,15298,59.79,3.88,12301,18626,9,4771,2218,6839,1470,12301,18626,6.00,6.00,0.13,6.00,0.00,1,1,0,9,0,,,,
370425,52.0,e_motorbike,155,44,64500,278.75,22.200000000000003,0,0,93842,125253,42,62309,268.3,22.200000000000003,87041,117707,40,20063,7133,26853,5756,82197,114132,30.00,30.00,1.15,0.00,0.00,5,5,0,44,0,,,,
371802,2.0,e_motorbike,155,34,55932,203.27,13.35,0,0,67615,72848,33,54556,197.97000000000003,13.35,63387,70527,32,16228,9791,17892,9035,62180,68738,24.00,21.60,0.39,0.00,0.00,8,0,1,32,0,,,,
371802,3.0,e_motorbike,155,42,67143,247.63,16.23,0,0,77796,97013,38,61253,226.48,16.23,72159,88378,36,18817,8828,21925,9801,68372,84596,24.25,23.77,0.64,0.00,0.00,9,0,1,38,0,,,,
371802,4.0,e_motorbike,155,28,50116,192.3,16.22,0,0,56673,86854,27,48855,187.05,16.22,54142,86088,27,14200,6080,22449,6386,54142,86088,24.00,23.94,0.57,0.00,0.00,8,0,0,27,0,,,,
371802,5.0,e_motorbike,155,26,43364,170.99,12.969999999999999,0,0,45918,78368,24,41164,160.44,12.969999999999999,42894,68750,24,12161,5134,17271,6700,42894,68750,24.00,23.93,0.00,0.00,0.00,8,0,0,26,0,,,,
371802,6.0,e_motorbike,155,21,34574,137.24,10.689999999999998,0,0,38267,60129,20,32848,131.84,10.689999999999998,35234,56824,20,9739,4266,14562,4589,35234,56824,21.00,20.83,0.47,3.00,0.00,7,1,0,19,0,,,,
371802,7.0,e_motorbike,155,28,47180,192.51999999999998,14.41,0,0,56663,77313,28,47180,192.51999999999998,14.41,56663,77313,28,16296,6011,19185,6727,56663,77313,21.00,20.94,1.19,3.00,0.00,7,0,0,28,0,,,,
371802,51.0,e_motorbike,155,30,50435,207.51,13.88,0,0,61858,83951,26,42431,180.39999999999998,13.88,49984,69955,27,14014,5418,18443,7400,52284,73493,18.25,17.99,0.40,0.00,0.00,6,0,1,26,0,,,,
371802,52.0,e_motorbike,155,28,46399,178.06,10.63,0,0,62277,68194,24,40880,158.26,10.63,53001,55467,24,12937,7199,14873,5872,53001,55467,18.00,17.79,0.53,3.00,0.00,6,0,0,26,0,,,,
377316,2.0,e_motorbikexl,153,28,58134,153.4,7.010000000000001,3,2210,50886,40081,26,54433,142.75,7.010000000000001,50105,38802,27,15249,11994,11772,16777,49485,36916,30.00,23.47,0.01,0.00,0.00,5,2,1,29,3,,1,1,1
377316,3.0,e_motorbikexl,153,8,14456,48.129999999999995,3.4699999999999998,1,221,11669,17729,8,14456,48.129999999999995,3.4699999999999998,11669,17729,8,3042,2337,5535,3542,11669,17729,18.00,4.84,0.00,12.00,0.00,3,0,1,7,1,,,1,
377316,4.0,e_motorbikexl,153,29,58996,175.86,9.39,3,1489,51631,61922,26,54943,162.66000000000003,9.39,46702,54144,26,14555,9869,14230,16589,46702,54144,30.00,23.68,0.04,0.00,0.00,5,4,1,31,3,,,2,1
377316,5.0,e_motorbikexl,153,3,5336,16.03,0.99,0,0,3517,5295,3,5336,16.03,0.99,3517,5295,3,1435,822,2169,910,3517,5295,24.00,1.91,0.00,6.00,0.00,4,1,3,2,0,,,,
377316,6.0,e_motorbikexl,153,36,65989,208.57999999999998,10.74,3,1087,55102,56194,35,64359,202.77999999999997,10.74,53653,54570,33,16418,11151,17791,15868,51120,55302,30.00,23.05,0.31,0.00,0.00,5,2,1,35,3,,,,3
377316,7.0,e_motorbikexl,153,23,45204,148.62,7.249999999999999,0,0,42083,41562,22,44189,143.57,7.249999999999999,41790,38194,21,13244,6916,11623,9282,39749,35853,24.00,17.68,0.00,6.00,0.00,4,1,1,21,0,,,,
379780,1.0,e_motorbike,152,25,36290,136.12,4.87,0,0,50260,47080,14,18173,84.37,4.87,27777,25898,14,6921,1692,4528,5044,27777,25898,30.00,29.98,0.51,0.00,0.00,10,10,0,19,0,,,,
379780,2.0,e_motorbike,152,21,30187,127.14,7.64,0,0,40448,40724,21,30187,127.14,7.64,40448,40724,21,9576,5371,9628,6166,40448,40724,24.00,23.87,0.70,6.00,0.00,8,7,0,20,0,,,,
379780,3.0,e_motorbike,152,8,14701,66.92,5.93,0,0,26319,31329,8,14701,66.92,5.93,26319,31329,8,6617,1118,5589,1377,26319,31329,24.00,23.99,0.14,6.00,0.00,8,7,0,8,0,,,,
379780,4.0,e_motorbike,152,7,10853,48.79,3.2,0,0,15087,17895,6,10231,43.54,3.2,13190,16984,6,3774,1659,3160,1638,13190,16984,30.00,29.73,0.00,0.00,0.00,10,8,0,7,0,,,,
379780,5.0,e_motorbike,152,13,16455,77.94,4.47,0,0,16919,27056,12,15447,72.69,4.47,16618,23837,12,4995,2650,5375,2427,16618,23837,30.00,29.89,0.55,0.00,0.00,10,8,0,13,0,,,,
379780,7.0,e_motorbike,152,7,10690,48.31999999999999,3.51,0,0,17229,18577,7,10690,48.31999999999999,3.51,17229,18577,7,3367,2553,3660,1110,17229,18577,24.00,24.00,0.12,6.00,0.00,8,7,0,7,0,,,,
382413,1.0,e_motorbikexl,151,41,63999,241.09,15.319999999999999,0,0,72243,82238,41,63999,241.09,15.319999999999999,72243,82238,40,18461,12085,20040,12847,71294,80637,24.00,23.96,0.73,6.00,0.00,4,1,0,35,0,,,,
382413,2.0,e_motorbikexl,151,46,77117,270.18,16.950000000000003,2,2294,76733,93118,44,75083,259.53,16.950000000000003,73508,88814,43,20452,12179,23255,17438,75456,90311,30.00,29.90,1.32,0.00,0.00,5,1,0,40,1,,1,,
382413,3.0,e_motorbikexl,151,49,76633,296.51,15.82,0,0,86090,87755,47,72851,284.96,15.82,81291,84884,46,22632,10424,24012,15925,84597,80280,30.00,29.73,1.36,0.00,0.00,5,0,0,42,0,,,,
382413,4.0,e_motorbikexl,151,40,67704,269.34999999999997,14.919999999999998,2,1452,80480,87689,36,61867,250.05,14.919999999999998,71296,82354,35,20724,9847,19591,12678,70107,77224,30.00,29.44,1.42,0.00,0.00,5,0,0,40,2,,2,,
382413,5.0,e_motorbikexl,151,39,68891,258.90999999999997,19.220000000000002,2,660,70013,103879,38,67601,253.51000000000002,19.220000000000002,66728,101873,36,19664,10874,23620,10637,65102,97421,30.00,29.97,0.54,0.00,0.00,5,1,0,36,1,,1,,
382413,6.0,e_motorbikexl,151,42,68178,291.43,17.990000000000002,0,0,82577,100341,40,65493,281.13,17.990000000000002,77816,95861,39,23605,9323,23660,8746,77786,94583,30.00,29.97,1.18,0.00,0.00,5,1,0,37,0,,,,
382413,7.0,e_motorbikexl,151,31,56665,188.65,13.649999999999999,0,0,67551,80825,28,51526,173.14999999999998,13.649999999999999,59426,72463,30,17878,10862,17537,8836,65409,78825,24.00,23.96,0.64,6.00,0.00,4,3,0,30,0,,,,
382413,51.0,e_motorbikexl,151,43,71937,288.09999999999997,16.11,5,10669,76090,115777,38,62590,253.04999999999998,16.11,65283,95557,35,15382,8310,20153,16084,60877,82661,24.00,23.89,0.41,0.00,0.00,4,1,0,38,3,,3,,
405141,51.0,motorbike,143,4,6728,28.709999999999997,3.51,0,0,8567,18529,4,6728,28.709999999999997,3.51,8567,18529,4,2449,396,3063,820,8567,18529,9.00,9.00,0.30,3.00,0.00,3,3,0,4,0,,,,
405141,52.0,motorbike,143,2,2944,11.8,1.1,0,0,3761,5806,2,2944,11.8,1.1,3761,5806,2,701,546,1107,590,3761,5806,12.00,12.00,0.00,3.00,0.00,4,4,0,2,0,,,,
405143,3.0,motorbike,143,0,0,0.0,0.0,2,1972,0,0,0,0,0.0,0.0,0,0,,,,,,,,15.00,14.79,0.00,0.00,0.00,5,0,0,2,2,,1,,1
405143,4.0,motorbike,143,1,1699,5.25,0.0,0,0,1379,2795,0,0,0.0,0.0,0,0,,,,,,,,15.00,14.96,0.00,0.00,0.00,5,0,0,1,0,,,,
405143,5.0,motorbike,143,2,4648,11.95,0.6599999999999999,0,0,4381,4969,1,2778,6.4,0.6599999999999999,2806,3474,1,1060,490,1105,123,2806,3474,20.00,14.76,0.00,0.00,0.00,8,0,3,2,0,,,,
416535,1.0,motorbike,139,7,13840,44.73,3.4300000000000006,0,0,7371,24122,5,10218,33.58,3.4300000000000006,4608,18124,6,2445,2467,6081,1750,5303,20065,30.00,29.84,0.34,0.00,0.00,10,8,0,7,0,,,,
416535,2.0,motorbike,139,5,11266,31.000000000000004,2.15,0,0,8605,11434,5,11266,31.000000000000004,2.15,8605,11434,4,3160,1350,3343,985,7294,9133,30.00,29.87,0.00,0.00,0.00,10,10,0,5,0,,,,
416535,3.0,motorbike,139,3,3768,17.15,1.1,0,0,3930,8074,2,2916,11.8,1.1,2633,5850,2,205,1562,879,270,2633,5850,30.00,29.76,0.00,0.00,0.00,10,8,0,3,0,,,,
416535,4.0,motorbike,139,1,2873,5.9,0.53,0,0,1331,2837,1,2873,5.9,0.53,1331,2837,1,511,1456,660,246,1331,2837,30.00,29.87,0.00,0.00,0.00,10,10,0,1,0,,,,
416535,5.0,motorbike,139,8,14654,52.9,2.97,0,0,11706,19217,7,13300,47.65,2.97,10609,15734,6,3429,1588,5186,1314,9091,15392,30.00,29.89,0.00,0.00,0.00,10,10,0,7,0,,,,
416535,6.0,motorbike,139,1,2898,7.02,0.77,0,0,437,4065,1,2898,7.02,0.77,437,4065,1,423,983,1266,226,437,4065,30.00,29.97,0.00,0.00,0.00,10,10,0,1,0,,,,
416535,7.0,motorbike,139,2,3599,11.65,0.6699999999999999,0,0,4850,3574,2,3599,11.65,0.6699999999999999,4850,3574,2,1419,880,933,367,4850,3574,30.00,29.81,0.00,0.00,0.00,10,8,0,2,0,,,,
416535,52.0,motorbike,139,10,18933,58.63,3.83,0,0,17492,26621,8,16551,47.730000000000004,3.83,16186,20351,6,3954,2025,5187,1307,12110,15520,27.00,26.61,0.00,3.00,0.00,9,8,0,10,0,,,,
423205,2.0,e_motorbike,136,26,60217,204.85,13.24,0,0,69111,70225,26,60217,204.85,13.24,69111,70225,24,19441,8628,19103,7870,65514,64712,27.00,25.92,0.80,3.00,0.00,9,2,0,24,0,,,,
423205,3.0,e_motorbike,136,3,6347,17.25,1.47,0,0,3984,7764,3,6347,17.25,1.47,3984,7764,3,1515,237,3313,1282,3984,7764,24.00,5.68,0.00,6.00,0.00,8,2,6,2,0,,,,
423205,4.0,e_motorbike,136,1,2278,6.7,0.6799999999999999,0,0,1725,3572,1,2278,6.7,0.6799999999999999,1725,3572,1,390,750,789,349,1725,3572,24.00,11.64,0.00,6.00,0.00,8,1,4,1,0,,,,
423205,6.0,e_motorbike,136,2,3670,11.4,0.62,0,0,5393,4556,1,1782,6.0,0.62,1639,3295,1,446,167,921,248,1639,3295,21.00,5.81,0.00,9.00,0.00,7,1,5,2,0,,,,
