,driver_id,score_WAPU,score_WADO,score_PACE PU Succeded,score_PACE DO Succeded,score_PACE PU vs DO,score_Online Rate,score_Cancelations,score_IAB,Total_Score,mensaje
0,427199,0.22526920686303734,0.023636004212470568,0.006731966302676839,0.04554583790714335,0.059613146383037295,0.9970462962962964,0.0,0.936940836940837,1.573190971568768,¡Excelente trabajo!
1,370425,0.09082676117340098,0.019769536801877593,0.014575049752698261,0.0788233504030078,0.0563630939802336,0.9657199265381082,0.007538150395293252,0.8592592592592593,1.557083243290856,¡Excelente trabajo!
2,653770,0.1903381206991421,0.06265228546587313,0.012735003852065514,0.04965452816898349,0.06418057775904758,0.9638055555555556,0.006481481481481481,0.9777777777777779,1.55554133590674,¡Excelente trabajo!
3,505787,0.051174146294452126,0.03621615797444816,0.03527563444377687,0.09066449777957017,0.07288174912267233,0.9898333333333333,0.0,0.8500000000000001,1.5536211477184136,¡Excelente trabajo!
4,476245,0.24061096308627047,0.029296910082125188,0.029911148636274167,0.09564461644631317,0.065942793827736,1.0,0.0020964360587002098,1.0,1.5364971318625806,¡Excelente trabajo!
5,681641,0.18432076981871787,0.08439379044810355,0.02608002569895667,0.12613550034927976,0.05209181561865729,1.0,0.0,1.0,1.526978098066285,¡Excelente trabajo!
6,634083,0.20024583731155576,0.041945090353154704,0.029146775660571448,0.13809948215282775,0.05116710841822109,0.9980314051164565,0.0,0.9876543209876544,1.5250814322077801,¡Excelente trabajo!
7,440895,0.19103564028823852,0.07217688147772267,0.0152177693274457,0.06320440266029931,0.062155773724844904,1.010643021120294,0.015680452453547447,0.9214646464646464,1.512636747652842,¡Excelente trabajo!
8,465779,0.20648995061008352,0.09574183309611609,0.007547152752812615,0.03335503084333442,0.06444384077756846,0.9992592592592592,0.029924812030075187,0.9500000000000001,1.5117566391492692,¡Excelente trabajo!
9,367910,0.22557887719905287,0.04608579480046247,0.02502625869777046,0.070411313728098,0.06945556573703086,0.992964416896235,0.0026041666666666665,0.9545454545454546,1.5083478946126083,¡Excelente trabajo!
10,471342,0.1878373060490218,0.08654163947763155,0.0877999329222981,0.07114124799049092,0.13116570194378926,0.9978333333333333,0.0,1.0,1.4333475049501017,¡Excelente trabajo!
11,379780,0.29158234015441126,0.03750641641051469,0.016476938507399536,0.025585710295703303,0.0758225569739965,0.9935729166666667,0.0,0.871875,1.4184739543246414,¡Excelente trabajo!
12,650081,0.27130772528724784,0.04803123165176938,0.007491416718853044,0.05010332986253913,0.058857469427830995,0.9988165983606557,0.007352941176470588,0.8,1.3556724842359449,¡Excelente trabajo!
13,472433,0.26414969940078575,0.032672504769401256,0.047731381682154926,0.1687790040745877,0.05937586570362266,0.97425,0.0,0.9479166666666667,1.3494582110361144,¡Excelente trabajo!
14,593201,0.25320823646054547,0.05569396782816102,0.05153948219495892,0.14763376719510152,0.07011758937777092,0.9890328537904295,0.0,0.9250280583613917,1.3358678690952832,¡Excelente trabajo!
15,144250,0.23417264239728824,0.052786168209766324,0.043801714435819226,0.041117458980074614,0.09765973862826213,0.9139999999999999,0.0,0.8888888888888888,1.3333511662376782,¡Excelente trabajo!
16,694272,0.19708011279907073,0.02926087296770596,0.03238374475954799,0.10688800460131587,0.06466970382106121,0.8050246913580247,0.03931813466127191,0.9629629629629629,1.2983870807110138,¡Excelente trabajo!
17,647176,0.20276381615750336,0.06953527578953207,0.023984895675236696,0.11753724271608788,0.0528638338961972,0.919416513621059,0.01642837391629662,0.8244949494949494,1.2607980249651545,Bien hecho.
18,585681,0.16941970940819703,0.05204580697058101,0.009510684515994312,0.04084495734685818,0.06390799067875776,0.901246913580247,0.004830917874396135,0.674074074074074,1.2347609208595367,Bien hecho.
19,593211,0.3392541468263716,0.04823083182329602,0.04229731573191987,0.14122747650282536,0.06311228391182008,0.9930428396970102,0.0027472527472527475,0.8720418470418471,1.2282153791953716,Bien hecho.
20,649157,0.2691567067414467,0.05606687982869243,0.026085191098796222,0.11727903746403318,0.05502188702696784,0.9589537037037038,0.002777777777777778,0.7916666666666666,1.2242328904326563,Bien hecho.
21,678596,0.23072422653492106,0.04616245415609973,0.036786463324821196,0.13987794281739244,0.05811933805207137,0.952800785634119,0.004115226337448559,0.7759259259259259,1.2129410603372905,Bien hecho.
22,485491,0.3679408520726502,0.06712718212039925,0.04789164967707413,0.11436366511809838,0.07750547873066754,0.9817231564709892,0.016907051282051284,0.9213699494949495,1.211357226964998,Bien hecho.
23,472695,0.2492009569447475,0.07377184777643961,0.07036025549948755,0.19317957949344386,0.07364961438797397,0.9889412878787879,0.014587242026266416,0.8951704545454545,1.2093622462958835,Bien hecho.
24,587522,0.31747905432264484,0.08971116926484868,0.032870686883491845,0.12345795420016716,0.05967780285721159,0.9677917814508723,0.020135379858289306,0.8762626262626263,1.200722360326845,Bien hecho.
25,593204,0.28903052059108286,0.09358893434923932,0.044787911546182564,0.10886091342454692,0.07625976862041099,0.9781348331802877,0.037912870937544786,0.867929292929293,1.1956232066405734,Bien hecho.
26,499936,0.26351095489844134,0.060552473782840316,0.020036320282557533,0.049715721342900955,0.07136602171072674,0.9288150855773806,0.12330624639930512,0.8537037037037037,1.1940310508643122,Bien hecho.
27,622094,0.32986661591202193,0.06438225321980878,0.018959558759006467,0.07737979918920027,0.061166910182749466,0.9759037686700024,0.012225006961849067,0.7696351267779838,1.1815587512233503,Bien hecho.
28,589766,0.2651444359661504,0.11010307649111899,0.04911261237715833,0.14953325355729266,0.06709518407359594,0.9442230384654626,0.0206341110969442,0.8939393939393939,1.176539758842596,Bien hecho.
