rank,driver_id,transport_type,WAPU,WADO,PACE PU Succeded,PACE DO Succeded,PACE PU vs DO,Online Rate,Cancelations,IAB,score_WAPU,score_WADO,score_PACE PU Succeded,score_PACE DO Succeded,score_PACE PU vs DO,score_Online Rate,score_Cancelations,score_IAB,Total_Score
56,650079,e_motorbike,6.196078431372549,14.498039215686275,7.059332980498704,5.018215879965644,2.04111710053306,0.9993333333333333,0.0,0.6,0.29094221759500255,0.0915334220011259,0.44192491377132875,0.37216534455793693,0.4795273139449866,0.9993333333333333,0.0,0.6,-0.07675987853704735
57,371802,e_motorbike,3.643253968253968,5.0698412698412705,4.793924177613982,4.0603380149693145,0.7335861626446674,0.9983333333333334,0.0,0.0,0.15539401601348501,0.026826225972144298,0.27886719659161124,0.2291422323015418,0.4021433981422077,0.9983333333333334,0.0,0.0,-0.09403973568765667
58,539244,e_motorbike,2.873913043478261,6.444202898550725,4.62625526410852,4.3711870414013685,0.2550682227071519,0.9713333333333334,0.0,0.0,0.11454405540592534,0.0362586846280219,0.2667988625040107,0.27555586897363793,0.37382315660815635,0.9713333333333334,0.0,0.0,-0.09564729478641887
59,685061,bike,0.8416666666666667,1.9333333333333333,5.992165503733627,4.340169877770872,1.6519956259627548,1.0,0.0,0.0,0.006637168141592919,0.005299881801197238,0.3651132176270513,0.27092461958589226,0.45649784477324307,1.0,0.0,0.0,-0.10447273192897688
60,461206,bike,6.837719298245614,5.716666666666667,8.28071773948861,5.617109936091644,2.6636078033969657,0.8720833333333333,0.0,0.875,0.3250116441546343,0.03126548976245853,0.5298367336359785,0.46158769676911887,0.5163683298954214,0.8720833333333333,0.0,0.875,-0.11698656088427817
61,505787,motorbike,1.7666666666666666,1.95,10.413132021243845,6.397527622428689,4.015604398815156,0.998,0.0,0.8,0.055752212389380516,0.0054142677393525735,0.6833218814034249,0.5781137910016931,0.5963838673284755,0.998,0.0,0.8,-0.12098601986232671
62,440939,e_motorbike,3.7181818181818183,10.245454545454546,4.804673741596606,3.7322760429472988,1.072397698649307,0.7200000000000001,0.25,0.5,0.15937248592115846,0.06234726877575849,0.27964091979841255,0.180158488166543,0.422195362203215,0.7200000000000001,0.25,0.5,-0.1337145248650874
63,503650,bike,5.016666666666667,3.311111111111111,4.780892479336177,7.1793792806614,-2.398486801325223,0.9983333333333333,0.0,0.3,0.22831858407079642,0.014755786022038352,0.2779292118140082,0.6948539951233264,0.2167771758152416,0.9983333333333333,0.0,0.3,-0.1343014195120778
64,674783,e_motorbike,4.318376068376068,3.531196581196581,5.802751863080993,6.37006584496636,-0.5673139818853672,0.9186666666666666,0.0,0.4,0.19124120717041065,0.01626626700024343,0.3514797595914909,0.5740134051129662,0.32515191416653144,0.9186666666666666,0.0,0.4,-0.13948588637497572
65,480394,bike,2.4516666666666667,3.768333333333333,3.667532947695245,4.53503972559886,-0.8675067779036154,0.7693333333333333,0.0,0.0,0.09212389380530972,0.017893773592099742,0.19779274222914636,0.3000211183565322,0.30738553221828285,0.7693333333333333,0.0,0.0,-0.14588372686803763
66,593206,bike,4.168,5.6946666666666665,5.043472670928204,4.868602768513693,0.17486990241451128,0.988,0.0,0.0625,0.18325663716814158,0.031114500324093484,0.2968289912105958,0.3498262409872505,0.36907676026278763,0.988,0.0,0.0625,-0.1796031299528691
67,589907,bike,6.721794871794872,7.162820512820513,9.157149505421488,7.728048088776275,1.4291014166452136,0.9923333333333333,0.0,1.0,0.31885636487406394,0.04119066962701385,0.5929198128730797,0.7767770913782929,0.44330624354458603,0.9923333333333333,0.0,1.0,-0.1807168489637032
68,455894,motorbike,0.7166666666666667,3.875,5.244632171770503,4.491260923845194,0.7533712479253092,0.9955555555555556,0.5,0.3333333333333333,0.0,0.018625843596293892,0.31130788303558965,0.2934843972290541,0.4033143435700693,0.9955555555555556,0.5,0.3333333333333333,-0.19784357854211804
69,457699,e_motorbike,2.630434782608696,19.57536231884058,3.9414289840327705,4.519104999089927,-0.5776760150571563,0.884,0.12,0.1,0.10161600615621391,0.12637988398944994,0.2175070041199361,0.29764186494485545,0.3245386554823382,0.884,0.12,0.1,-0.20368341469279358
70,678679,bike,2.941666666666667,2.825,10.229863577820193,5.6996502247859375,4.530213353034256,0.7966666666666666,0.0,0.8,0.11814159292035398,0.01141952949250772,0.6701307372807006,0.4739119913446537,0.6268400919811468,0.7966666666666666,0.0,0.8,-0.303777276352696
71,649156,bike,3.025438596491228,7.214473684210526,6.617443100921885,6.2089996700226155,0.40844343089926927,0.7846666666666666,0.0,0.4,0.12258965999068464,0.04154517341510255,0.41011893026986757,0.5499642163160462,0.38290039818848953,0.7846666666666666,0.0,0.4,-0.3224517115135238
72,641340,bike,6.415,3.9925,6.78535491578228,7.2263393022982445,-0.4409843865159644,0.9979933110367893,0.0,0.45454545454545453,0.30256637168141587,0.019432264460289013,0.4222047477098701,0.7018657120567318,0.33262850878329253,0.9979933110367893,0.0,0.45454545454545453,-0.32615883910935534
73,425353,e_motorbike,5.79,11.266666666666667,3.7188102943866723,5.671981940143647,-1.9531716457569748,0.9225,0.0,0.0,0.26938053097345127,0.06935600716818545,0.2014835405891996,0.46978077135832347,0.2431323690314316,0.9225,0.0,0.0,-0.3306332191205913
74,634086,bike,3.612878787878788,5.612878787878787,5.636194952748525,5.54552300238763,0.09067195036089526,0.9946666666666667,0.0,0.0,0.15378117457763474,0.030553177329400296,0.3394914643466167,0.4508988747079894,0.3640936527555911,0.9946666666666667,0.0,0.0,-0.3441516770505656
75,655802,bike,5.685897435897435,3.7935897435897434,5.9668610582623485,5.196072884489334,0.7707881737730142,0.5973333333333334,0.0,0.5,0.26385296119809387,0.01806711228299667,0.3632918752239533,0.3987216136326748,0.4043451336525729,0.5973333333333334,0.0,0.5,-0.3509453626569582
76,683252,e_bike,8.186781609195402,7.629885057471265,7.674094425699809,6.120999397040806,1.553095028659003,0.9883333333333333,0.058823529411764705,0.6,0.39664327128471155,0.04439620659415211,0.48617370354249534,0.5368246779874107,0.4506445871004588,0.9883333333333333,0.058823529411764705,0.6,-0.38517264258765993
77,512738,bike,6.883333333333334,4.083333333333333,4.8704200178731005,5.616942909760589,-0.7465228918874889,0.9933333333333334,0.0,0.0,0.327433628318584,0.02005566782323559,0.28437315077988534,0.46156275765467725,0.3145457504415583,0.9933333333333334,0.0,0.0,-0.41463762168460705
78,595199,bike,12.555555555555555,7.116666666666666,0.9195402298850573,6.980840693016745,-6.061300463131688,0.916,0.0,0.0,0.6286135693215338,0.04087390856750676,0.0,0.6652097077401571,0.0,0.916,0.0,0.0,-0.41869718562919755
79,591520,bike,4.656521739130435,4.178985507246376,5.307934068315944,6.286141946040423,-0.9782078777244783,0.5726666666666667,0.0,0.4,0.20919584455559828,0.02071214364221404,0.31586417447875115,0.5614825202729404,0.3008338825864606,0.5726666666666667,0.0,0.4,-0.43542189886929783
80,547138,e_motorbike,2.662962962962963,3.964814814814815,6.98127200458225,4.7453826814195175,2.2358893231627324,0.92,0.0,0.0,0.10334316617502456,0.019242256707464316,0.43630630554593924,0.3314279451368912,0.49105456491851673,0.92,0.0,0.0,-0.4613742384838361
81,641359,bike,4.238372093023256,6.6465116279069765,6.023848649218017,5.943788087504681,0.08006056171333586,0.9966666666666666,0.0,0.0,0.18699320847911088,0.037647161056287626,0.3673936808128476,0.5103648192276669,0.3634656364067164,0.9966666666666666,0.0,0.0,-0.4691978393159628
82,503636,motorbike,4.4,3.8333333333333335,5.344694035631294,9.07746348678129,-3.7327694511499967,0.9763333333333333,0.0,0.2,0.19557522123893803,0.018339878750905553,0.318510052938484,0.9782616407160303,0.13781000705524524,0.9763333333333333,0.0,0.2,-0.47216346736626996
83,647174,e_bike,3.2613095238095235,4.378571428571429,6.97491736525559,5.212067427130173,1.7628499381254166,0.996,0.029411764705882353,0.0,0.1351137800252844,0.022081933013415832,0.4358489165833881,0.40110979833889426,0.46305856200768497,0.996,0.029411764705882353,0.0,-0.49062475467455
84,377316,e_motorbikexl,7.3,8.323684210526316,5.03224442330056,5.16368240188099,-0.13143797858043005,0.7333333333333334,0.041666666666666664,0.25,0.34955752212389374,0.049157858614966896,0.29602081370913963,0.39388531059298637,0.3509484677797662,0.7333333333333334,0.041666666666666664,0.25,-0.4979033061540862
85,675340,bike,5.075396825396825,5.307142857142858,5.158910523362746,4.694019038312122,0.4648914850506234,0.7653333333333333,0.0,0.0,0.23143699957859246,0.028454863853498845,0.30513788127500124,0.3237587125943117,0.3862411768600317,0.7653333333333333,0.0,0.0,-0.5096963008281025
86,587703,bike,9.020555555555555,5.887777777777777,10.237379613018796,7.513053821718186,2.7243257913006094,0.9526666666666667,0.0625,1.0,0.44091445427728604,0.03243985206085331,0.6706717202327249,0.7446757658172849,0.5199618170761054,0.9526666666666667,0.0625,1.0,-0.5184969427975883
87,531159,e_motorbike,3.9952380952380953,5.954761904761905,3.654363236372525,3.523903943599912,0.13045929277261292,0.2,0.0,0.2,0.17408343868520856,0.03289957459324905,0.19684482366298556,0.14904593483890538,0.36644839654481026,0.2,0.0,0.2,-0.519322168325159
88,359415,e_motorbikexl,4.866071428571429,5.424404761904762,6.481004698784714,5.062112604536552,1.4188920942481618,0.745,0.0,0.2,0.22032237673830593,0.029259650632663173,0.40029848004481056,0.3787196730328069,0.4427020227786493,0.745,0.0,0.2,-0.5263022032272358
89,423205,e_motorbike,4.38235294117647,5.834313725490196,5.657657620754967,5.748509560614002,-0.09085193985903484,0.6823809523809524,0.0,0.14285714285714285,0.19463820926600722,0.03207291991414325,0.3410362864755235,0.48120729957576824,0.3533504810034509,0.6823809523809524,0.0,0.14285714285714285,-0.5770671009967978
90,476553,bike,4.123333333333333,3.8822222222222225,7.6839581278751,6.2587737158792125,1.4251844119958879,0.9700000000000001,0.0,0.1,0.18088495575221233,0.018675410836161206,0.4868836649223556,0.5573961021630277,0.4430744225228425,0.9700000000000001,0.0,0.1,-0.6169145561965992
91,651704,bike,3.4541666666666666,8.216666666666667,7.069130079452151,8.87655780126331,-1.807427721811159,0.8676666666666667,0.18181818181818182,0.5,0.14535398230088492,0.04842338048575894,0.4426300812396897,0.9482639160970401,0.2517579664934722,0.8676666666666667,0.18181818181818182,0.5,-0.650580841768361
92,593167,bike,4.571969696969697,2.397727272727273,6.895010092166501,4.93192963685861,1.9630804553078915,0.9116666666666666,0.23076923076923078,0.125,0.2047063555913113,0.008487089987070923,0.43009741711036953,0.35928173226762966,0.4749088525314554,0.9116666666666666,0.23076923076923078,0.125,-0.6715840115904013
93,655808,e_bike,4.094736842105263,4.343859649122807,6.685076425990651,9.223053194982603,-2.5379767689919515,0.599,0.08695652173913043,0.6,0.17936655798789003,0.02184370064597953,0.41498698568527154,1.0,0.20852170774143314,0.599,0.08695652173913043,0.6,-0.7126754737997046
94,284449,bike,5.65,1.9766666666666666,5.35199665914657,3.027322188448428,2.324674470698142,0.2,0.0,0.2,0.26194690265486725,0.005597285240401111,0.3190356751212475,0.07490008524065767,0.49630915751157084,0.2,0.0,0.2,-0.7577891057687443
95,681650,bike,6.142063492063492,7.818253968253968,7.17741251048426,5.974967467919948,1.202445042564312,0.9586666666666667,0.0,0.0,0.28807416772018535,0.04568901186890281,0.45042394431300464,0.5150202896046074,0.4298919852201403,0.9586666666666667,0.0,0.0,-0.7704327320601739
96,681640,bike,2.387878787878788,5.540909090909091,7.40286940909471,8.257189613264988,-0.8543202041702775,0.9666666666666667,0.0,0.0,0.08873692679002414,0.030059238051002257,0.4666516940961902,0.8557845206362591,0.3081659563611759,0.9666666666666667,0.0,0.0,-0.7827316692679848
97,655806,bike,5.656481481481482,10.415740740740741,8.764040160880072,6.5106959374467985,2.253344223433273,0.9866666666666667,0.0,0.1,0.26229105211406095,0.06351596954792134,0.5646249142917219,0.5950112319116198,0.49208760245035726,0.9866666666666667,0.0,0.1,-0.8908641036490146
