rank,driver_id,transport_type,WAPU,WADO,PACE PU Succeded,PACE DO Succeded,PACE PU vs DO,Online Rate,Cancelations,IAB,score_WAPU,score_WADO,score_PACE PU Succeded,score_PACE DO Succeded,score_PACE PU vs DO,score_Online Rate,score_Cancelations,score_IAB,Total_Score
98,655803,bike,6.151190476190476,10.472619047619048,7.376528518592962,5.778433710565004,1.598094808027958,0.3983333333333333,0.0,0.4,0.2885587863463969,0.06390633425749909,0.46475575131172375,0.4856753483886884,0.45330781979111656,0.3983333333333333,0.0,0.4,-0.9578707067620912
99,675356,bike,4.378787878787879,5.265151515151516,8.07434957767387,9.007145735242792,-0.932796157568923,0.9993333333333333,0.0,0.0,0.19444891391794045,0.02816667071061397,0.5149829371285944,0.9677623233819289,0.30352149526708444,0.9993333333333333,0.0,0.0,-1.0095490070728288
100,465128,bike,3.430555555555556,6.338888888888889,7.791927776879482,5.416788800569109,2.3751389763103727,0.7473333333333334,0.15384615384615385,0.0,0.14410029498525073,0.03553589812025774,0.4946550148301213,0.4316772527551757,0.49929581040074256,0.7473333333333334,0.15384615384615385,0.0,-1.0117770916043685
101,681631,bike,7.544444444444445,1.1611111111111112,8.190298507462687,4.867342016401351,3.322956491061336,0.974,0.25,0.0,0.36253687315634214,0.0,0.5233286130952107,0.34963799497230413,0.5553907207638871,0.974,0.25,0.0,-1.066894201987744
102,681637,bike,9.55,6.274242424242424,7.217808949897635,5.5932946828274845,1.6245142670701505,0.7446666666666667,0.0,0.0,0.4690265486725663,0.03509221932983705,0.45333156574739925,0.4580317824239978,0.4548714089459382,0.7446666666666667,0.0,0.0,-1.1256868584530717
103,515998,bike,1.8416666666666666,4.358333333333333,11.434424206525494,6.53374762644571,4.900676580079783,0.955,0.0,0.0,0.05973451327433628,0.021943035802798636,0.7568316038400358,0.5984531365884791,0.648765305633081,0.955,0.0,0.0,-1.1307275951387306
104,473954,e_motorbike,7.9375,146.86666666666667,3.466517886445217,6.214969739371674,-2.748451852926457,1.12375,0.0,0.0,0.38340707964601767,1.0,0.18332424675740938,0.5508556221308075,0.19606511057664708,1.12375,0.0,0.0,-1.1899020591108813
105,655807,bike,5.677777777777778,5.022222222222222,5.967915729767416,6.72387359313249,-0.7559578633650741,0.24166666666666667,0.18181818181818182,0.3,0.26342182890855453,0.026499409005986192,0.36336778749540377,0.6268413147372696,0.31398735827104324,0.24166666666666667,0.18181818181818182,0.3,-1.2342692135697726
106,591459,motorbike,2.466666666666667,5.341666666666667,14.812834224598928,3.977458882117817,10.835375342481111,0.7716666666666666,0.0,0.2,0.09292035398230088,0.028691806153963467,1.0,0.21676734406714476,1.0,0.7716666666666666,0.0,0.2,-1.3667128375367426
107,525921,bike,1.8833333333333333,3.033333333333333,12.89755442872506,7.728689157750746,5.168865270974314,0.982,0.0,0.0,0.06194690265486724,0.01284935371944942,0.8621435782901741,0.7768728109718346,0.664637580983564,0.982,0.0,0.0,-1.396450226619889
108,591508,bike,8.788636363636364,8.747727272727273,9.379390298528934,6.278303575374938,3.101086723153996,0.9783333333333334,0.19230769230769232,0.0,0.4286001609010458,0.05206813242425397,0.6089160764799684,0.5603121537694812,0.5422597492958994,0.9783333333333334,0.19230769230769232,0.0,-1.4061306318450073
109,480283,bike,5.58452380952381,4.833333333333333,6.527085115796658,9.178171910079135,-2.6510867942824765,0.7506666666666667,0.3157894736842105,0.0,0.25847029077117567,0.025203035040225714,0.40361521810775497,0.9932986643876727,0.20182749009816442,0.7506666666666667,0.3157894736842105,0.0,-1.4475375054225372
110,471437,e_motorbike,19.55,5.05,9.488215488215488,4.7148334531512095,4.773382035064278,0.9579166666666666,0.7741935483870968,0.0,1.0,0.026690052236245085,0.6167490057858593,0.32686656433498573,0.6412316021709349,0.9579166666666666,0.7741935483870968,0.0,-2.427814106248455
111,457604,bike,,,,,,0.998,0.0,0.0,,,,,,0.998,0.0,0.0,
112,676819,bike,,,,,,0.9530831099195711,1.0,0.0,,,,,,0.9530831099195711,1.0,0.0,
113,678593,bike,,,,,,0.46366666666666667,1.0,0.0,,,,,,0.46366666666666667,1.0,0.0,
114,685063,bike,,,,,,0.9973333333333334,1.0,0.0,,,,,,0.9973333333333334,1.0,0.0,
